4230	LanguageList	GCompris' language
4231	QObject	Run GCompris with the default system cursor.
4232	QObject	Run GCompris without cursor (touch screen mode).
4233	QObject	Run GCompris in fullscreen mode.
4234	QObject	Run GCompris in window mode.
4235	QObject	Run GCompris with sound enabled.
4236	QObject	Run GCompris without sound.
4237	QObject	Disable the kiosk mode (default).
4238	QObject	Enable the kiosk mode.
4239	QObject	Use software renderer instead of openGL (slower but should run with any graphical card). Deprecated, use --renderer=software instead.
4240	QObject	Use openGL renderer instead of software (faster but crash potentially depending on your graphical card). Deprecated, use --renderer=opengl instead.
4241	QObject	Select renderer (opengl, software, Direct3D11, Direct3D12, Metal).
4242	QObject	Specify the activity when starting GCompris.
4243	QObject	Outputs all the available activities on the standard output.
4244	QObject	Specify the range of activity difficulty to display for the session. Either a single value (2), or a range (3-6). Values must be between 1 and 6.
4245	QObject	Specify on which level to start the activity. Only used when --launch option is used.
4246	QObject	Start the sequence of activities passed in the json file.
4247	QObject	Specify the locale when starting GCompris.
4248	QObject	Hide the Home button in the bar.
4249	QObject	Show the Home button in the bar (default).
4250	main	Do you want to automatically download or update the following external assets when starting GCompris?
4251	main	Voices for your language
4252	main	Full word image set
4253	main	Background music
4254	main	Yes
4255	main	No
4256	main	Some activities have new dataset available. Do you want to reset their dataset selection?
4257	main	Apply
4258	main	Cancel
4259	main	Welcome to GCompris!
4260	main	You are running GCompris for the first time.
4261	main	You should verify that your application settings especially your language is set correctly. You can do this in the Configuration dialog.
4262	main	Have Fun!
4263	main	Your current language is %1 (%2).
4264	main	GCompris has been updated! Here are the new changes:<br/>
4265	main	The following activities do not have any active datasets! All of their datasets will be reactivated.
4266	main	Do you want to connect to server %1?
4267	main	Password rejected by server %1
4268	main	OK
4269	main	Select your username
4270	main	Please select your username in the list or cancel.
4271	main	Enter your password
4272	ReadyButton	I am Ready
4273	Tutorial	Previous
4274	Tutorial	Next
4275	Tutorial	Skip
4276	Tutorial	Start
